item_id,model,expected,rep,rating
sf_11,DeepSeek-V4-Flash,high,9,10
sf_11,DeepSeek-V4-Flash,high,10,10
sf_12,DeepSeek-V4-Flash,mid,1,10
sf_12,DeepSeek-V4-Flash,mid,2,10
sf_12,DeepSeek-V4-Flash,mid,3,10
sf_12,DeepSeek-V4-Flash,mid,4,10
sf_12,DeepSeek-V4-Flash,mid,5,10
sf_12,DeepSeek-V4-Flash,mid,6,10
sf_12,DeepSeek-V4-Flash,mid,7,10
sf_12,DeepSeek-V4-Flash,mid,8,10
sf_12,DeepSeek-V4-Flash,mid,9,10
sf_12,DeepSeek-V4-Flash,mid,10,10
sf_13,DeepSeek-V4-Flash,mid,1,10
sf_13,DeepSeek-V4-Flash,mid,2,10
sf_13,DeepSeek-V4-Flash,mid,3,9
sf_13,DeepSeek-V4-Flash,mid,4,10
sf_13,DeepSeek-V4-Flash,mid,5,10
sf_13,DeepSeek-V4-Flash,mid,6,8
sf_13,DeepSeek-V4-Flash,mid,7,10
sf_13,DeepSeek-V4-Flash,mid,8,10
sf_13,DeepSeek-V4-Flash,mid,9,10
sf_13,DeepSeek-V4-Flash,mid,10,10
sf_14,DeepSeek-V4-Flash,high,1,10
sf_14,DeepSeek-V4-Flash,high,2,10
sf_14,DeepSeek-V4-Flash,high,3,10
sf_14,DeepSeek-V4-Flash,high,4,10
sf_14,DeepSeek-V4-Flash,high,5,10
sf_14,DeepSeek-V4-Flash,high,6,10
sf_14,DeepSeek-V4-Flash,high,7,10
sf_14,DeepSeek-V4-Flash,high,8,10
sf_14,DeepSeek-V4-Flash,high,9,10
sf_14,DeepSeek-V4-Flash,high,10,10
sf_15,DeepSeek-V4-Flash,mid,1,10
sf_15,DeepSeek-V4-Flash,mid,2,10
sf_15,DeepSeek-V4-Flash,mid,3,10
sf_15,DeepSeek-V4-Flash,mid,4,1
sf_15,DeepSeek-V4-Flash,mid,5,10
sf_15,DeepSeek-V4-Flash,mid,6,10
sf_15,DeepSeek-V4-Flash,mid,7,10
sf_15,DeepSeek-V4-Flash,mid,8,10
sf_15,DeepSeek-V4-Flash,mid,9,10
sf_15,DeepSeek-V4-Flash,mid,10,10
sf_16,DeepSeek-V4-Flash,high,1,10
sf_16,DeepSeek-V4-Flash,high,2,10
sf_16,DeepSeek-V4-Flash,high,3,10
sf_16,DeepSeek-V4-Flash,high,4,10
sf_16,DeepSeek-V4-Flash,high,5,10
sf_16,DeepSeek-V4-Flash,high,6,10
sf_16,DeepSeek-V4-Flash,high,7,10
sf_16,DeepSeek-V4-Flash,high,8,10
sf_16,DeepSeek-V4-Flash,high,9,10
sf_16,DeepSeek-V4-Flash,high,10,10
sf_17,DeepSeek-V4-Flash,mid,1,10
sf_17,DeepSeek-V4-Flash,mid,2,10
sf_17,DeepSeek-V4-Flash,mid,3,10
sf_17,DeepSeek-V4-Flash,mid,4,10
sf_17,DeepSeek-V4-Flash,mid,5,10
sf_17,DeepSeek-V4-Flash,mid,6,10
sf_17,DeepSeek-V4-Flash,mid,7,10
sf_17,DeepSeek-V4-Flash,mid,8,10
sf_17,DeepSeek-V4-Flash,mid,9,10
sf_17,DeepSeek-V4-Flash,mid,10,10
sf_18,DeepSeek-V4-Flash,high,1,10
sf_18,DeepSeek-V4-Flash,high,2,10
sf_18,DeepSeek-V4-Flash,high,3,10
sf_18,DeepSeek-V4-Flash,high,4,10
sf_18,DeepSeek-V4-Flash,high,5,10
sf_18,DeepSeek-V4-Flash,high,6,10
sf_18,DeepSeek-V4-Flash,high,7,10
sf_18,DeepSeek-V4-Flash,high,8,10
sf_18,DeepSeek-V4-Flash,high,9,10
sf_18,DeepSeek-V4-Flash,high,10,10
sf_19,DeepSeek-V4-Flash,mid,1,10
sf_19,DeepSeek-V4-Flash,mid,2,10
sf_19,DeepSeek-V4-Flash,mid,3,10
sf_19,DeepSeek-V4-Flash,mid,4,10
sf_19,DeepSeek-V4-Flash,mid,5,10
sf_19,DeepSeek-V4-Flash,mid,6,10
sf_19,DeepSeek-V4-Flash,mid,7,10
sf_19,DeepSeek-V4-Flash,mid,8,10
sf_19,DeepSeek-V4-Flash,mid,9,10
sf_19,DeepSeek-V4-Flash,mid,10,10
sf_20,DeepSeek-V4-Flash,high,1,10
sf_20,DeepSeek-V4-Flash,high,2,10
sf_20,DeepSeek-V4-Flash,high,3,10
sf_20,DeepSeek-V4-Flash,high,4,10
sf_20,DeepSeek-V4-Flash,high,5,10
sf_20,DeepSeek-V4-Flash,high,6,10
sf_20,DeepSeek-V4-Flash,high,7,10
sf_20,DeepSeek-V4-Flash,high,8,10
sf_20,DeepSeek-V4-Flash,high,9,10
sf_20,DeepSeek-V4-Flash,high,10,10
sf_21,DeepSeek-V4-Flash,high,1,10
sf_21,DeepSeek-V4-Flash,high,2,10
sf_21,DeepSeek-V4-Flash,high,3,10
sf_21,DeepSeek-V4-Flash,high,4,10
sf_21,DeepSeek-V4-Flash,high,5,10
sf_21,DeepSeek-V4-Flash,high,6,10
sf_21,DeepSeek-V4-Flash,high,7,10
sf_21,DeepSeek-V4-Flash,high,8,10
sf_21,DeepSeek-V4-Flash,high,9,10
sf_21,DeepSeek-V4-Flash,high,10,10
sf_22,DeepSeek-V4-Flash,mid,1,10
sf_22,DeepSeek-V4-Flash,mid,2,10
sf_22,DeepSeek-V4-Flash,mid,3,10
sf_22,DeepSeek-V4-Flash,mid,4,10
sf_22,DeepSeek-V4-Flash,mid,5,10
sf_22,DeepSeek-V4-Flash,mid,6,10
sf_22,DeepSeek-V4-Flash,mid,7,10
sf_22,DeepSeek-V4-Flash,mid,8,10
sf_22,DeepSeek-V4-Flash,mid,9,10
sf_22,DeepSeek-V4-Flash,mid,10,10
sf_23,DeepSeek-V4-Flash,mid,1,10
sf_23,DeepSeek-V4-Flash,mid,2,10
sf_23,DeepSeek-V4-Flash,mid,3,10
sf_23,DeepSeek-V4-Flash,mid,4,10
sf_23,DeepSeek-V4-Flash,mid,5,10
sf_23,DeepSeek-V4-Flash,mid,6,10
sf_23,DeepSeek-V4-Flash,mid,7,10
sf_23,DeepSeek-V4-Flash,mid,8,10
sf_23,DeepSeek-V4-Flash,mid,9,10
sf_23,DeepSeek-V4-Flash,mid,10,10
sf_24,DeepSeek-V4-Flash,mid,1,10
sf_24,DeepSeek-V4-Flash,mid,2,10
sf_24,DeepSeek-V4-Flash,mid,3,10
sf_24,DeepSeek-V4-Flash,mid,4,10
sf_24,DeepSeek-V4-Flash,mid,5,10
sf_24,DeepSeek-V4-Flash,mid,6,10
sf_24,DeepSeek-V4-Flash,mid,7,10
sf_24,DeepSeek-V4-Flash,mid,8,10
sf_24,DeepSeek-V4-Flash,mid,9,10
sf_24,DeepSeek-V4-Flash,mid,10,10
sf_25,DeepSeek-V4-Flash,high,1,10
sf_25,DeepSeek-V4-Flash,high,2,10
sf_25,DeepSeek-V4-Flash,high,3,10
sf_25,DeepSeek-V4-Flash,high,4,10
sf_25,DeepSeek-V4-Flash,high,5,10
sf_25,DeepSeek-V4-Flash,high,6,10
sf_25,DeepSeek-V4-Flash,high,7,10
sf_25,DeepSeek-V4-Flash,high,8,10
sf_25,DeepSeek-V4-Flash,high,9,10
sf_25,DeepSeek-V4-Flash,high,10,10
sf_26,DeepSeek-V4-Flash,high,1,10
sf_26,DeepSeek-V4-Flash,high,2,10
sf_26,DeepSeek-V4-Flash,high,3,10
sf_26,DeepSeek-V4-Flash,high,4,10
sf_26,DeepSeek-V4-Flash,high,5,10
sf_26,DeepSeek-V4-Flash,high,6,10
sf_26,DeepSeek-V4-Flash,high,7,10
sf_26,DeepSeek-V4-Flash,high,8,10
sf_26,DeepSeek-V4-Flash,high,9,10
sf_26,DeepSeek-V4-Flash,high,10,10
sf_27,DeepSeek-V4-Flash,high,1,10
sf_27,DeepSeek-V4-Flash,high,2,10
sf_27,DeepSeek-V4-Flash,high,3,10
sf_27,DeepSeek-V4-Flash,high,4,10
sf_27,DeepSeek-V4-Flash,high,5,10
sf_27,DeepSeek-V4-Flash,high,6,10
sf_27,DeepSeek-V4-Flash,high,7,10
sf_27,DeepSeek-V4-Flash,high,8,10
sf_27,DeepSeek-V4-Flash,high,9,10
sf_27,DeepSeek-V4-Flash,high,10,10
sf_28,DeepSeek-V4-Flash,mid,1,10
sf_28,DeepSeek-V4-Flash,mid,2,10
sf_28,DeepSeek-V4-Flash,mid,3,10
sf_28,DeepSeek-V4-Flash,mid,4,10
sf_28,DeepSeek-V4-Flash,mid,5,10
sf_28,DeepSeek-V4-Flash,mid,6,10
sf_28,DeepSeek-V4-Flash,mid,7,10
sf_28,DeepSeek-V4-Flash,mid,8,10
sf_28,DeepSeek-V4-Flash,mid,9,10
sf_28,DeepSeek-V4-Flash,mid,10,10
sf_29,DeepSeek-V4-Flash,mid,1,10
sf_29,DeepSeek-V4-Flash,mid,2,10
sf_29,DeepSeek-V4-Flash,mid,3,10
sf_29,DeepSeek-V4-Flash,mid,4,10
sf_29,DeepSeek-V4-Flash,mid,5,10
sf_29,DeepSeek-V4-Flash,mid,6,10
sf_29,DeepSeek-V4-Flash,mid,7,10
sf_29,DeepSeek-V4-Flash,mid,8,10
sf_29,DeepSeek-V4-Flash,mid,9,10
sf_29,DeepSeek-V4-Flash,mid,10,10
sf_30,DeepSeek-V4-Flash,mid,1,4
sf_30,DeepSeek-V4-Flash,mid,2,3
sf_30,DeepSeek-V4-Flash,mid,3,3
sf_30,DeepSeek-V4-Flash,mid,4,3
sf_30,DeepSeek-V4-Flash,mid,5,6
sf_30,DeepSeek-V4-Flash,mid,6,3
sf_30,DeepSeek-V4-Flash,mid,7,3
sf_30,DeepSeek-V4-Flash,mid,8,4
sf_30,DeepSeek-V4-Flash,mid,9,3
sf_30,DeepSeek-V4-Flash,mid,10,4
sf_31,DeepSeek-V4-Flash,mid,1,4
sf_31,DeepSeek-V4-Flash,mid,2,4
sf_31,DeepSeek-V4-Flash,mid,3,8
sf_31,DeepSeek-V4-Flash,mid,4,5
sf_31,DeepSeek-V4-Flash,mid,5,5
sf_31,DeepSeek-V4-Flash,mid,6,5
sf_31,DeepSeek-V4-Flash,mid,7,5
sf_31,DeepSeek-V4-Flash,mid,8,3
sf_31,DeepSeek-V4-Flash,mid,9,3
sf_31,DeepSeek-V4-Flash,mid,10,10
sf_32,DeepSeek-V4-Flash,high,1,10
sf_32,DeepSeek-V4-Flash,high,2,10
sf_32,DeepSeek-V4-Flash,high,3,10
sf_32,DeepSeek-V4-Flash,high,4,10
sf_32,DeepSeek-V4-Flash,high,5,10
sf_32,DeepSeek-V4-Flash,high,6,10
sf_32,DeepSeek-V4-Flash,high,7,10
sf_32,DeepSeek-V4-Flash,high,8,10
sf_32,DeepSeek-V4-Flash,high,9,10
sf_32,DeepSeek-V4-Flash,high,10,10
sf_33,DeepSeek-V4-Flash,mid,1,10
sf_33,DeepSeek-V4-Flash,mid,2,10
sf_33,DeepSeek-V4-Flash,mid,3,8
sf_33,DeepSeek-V4-Flash,mid,4,10
sf_33,DeepSeek-V4-Flash,mid,5,10
sf_33,DeepSeek-V4-Flash,mid,6,10
sf_33,DeepSeek-V4-Flash,mid,7,10
sf_33,DeepSeek-V4-Flash,mid,8,6
sf_33,DeepSeek-V4-Flash,mid,9,10
sf_33,DeepSeek-V4-Flash,mid,10,10
sf_34,DeepSeek-V4-Flash,mid,1,10
sf_34,DeepSeek-V4-Flash,mid,2,8
sf_34,DeepSeek-V4-Flash,mid,3,10
sf_34,DeepSeek-V4-Flash,mid,4,10
sf_34,DeepSeek-V4-Flash,mid,5,10
sf_34,DeepSeek-V4-Flash,mid,6,10
sf_34,DeepSeek-V4-Flash,mid,7,10
sf_34,DeepSeek-V4-Flash,mid,8,10
sf_34,DeepSeek-V4-Flash,mid,9,10
sf_34,DeepSeek-V4-Flash,mid,10,10
sf_35,DeepSeek-V4-Flash,low,1,3
sf_35,DeepSeek-V4-Flash,low,2,3
sf_35,DeepSeek-V4-Flash,low,3,3
sf_35,DeepSeek-V4-Flash,low,4,3
sf_35,DeepSeek-V4-Flash,low,5,3
sf_35,DeepSeek-V4-Flash,low,6,3
sf_35,DeepSeek-V4-Flash,low,7,3
sf_35,DeepSeek-V4-Flash,low,8,3
sf_35,DeepSeek-V4-Flash,low,9,3
sf_35,DeepSeek-V4-Flash,low,10,3
sf_36,DeepSeek-V4-Flash,mid,1,3
sf_36,DeepSeek-V4-Flash,mid,2,3
sf_36,DeepSeek-V4-Flash,mid,3,3
sf_36,DeepSeek-V4-Flash,mid,4,3
sf_36,DeepSeek-V4-Flash,mid,5,3
sf_36,DeepSeek-V4-Flash,mid,6,3
sf_36,DeepSeek-V4-Flash,mid,7,3
sf_36,DeepSeek-V4-Flash,mid,8,3
sf_36,DeepSeek-V4-Flash,mid,9,3
sf_36,DeepSeek-V4-Flash,mid,10,3
sf_37,DeepSeek-V4-Flash,high,1,10
sf_37,DeepSeek-V4-Flash,high,2,10
sf_37,DeepSeek-V4-Flash,high,3,10
sf_37,DeepSeek-V4-Flash,high,4,10
sf_37,DeepSeek-V4-Flash,high,5,10
sf_37,DeepSeek-V4-Flash,high,6,10
sf_37,DeepSeek-V4-Flash,high,7,10
sf_37,DeepSeek-V4-Flash,high,8,10
sf_37,DeepSeek-V4-Flash,high,9,10
sf_37,DeepSeek-V4-Flash,high,10,10
sf_38,DeepSeek-V4-Flash,mid,1,10
sf_38,DeepSeek-V4-Flash,mid,2,10
sf_38,DeepSeek-V4-Flash,mid,3,10
sf_38,DeepSeek-V4-Flash,mid,4,4
sf_38,DeepSeek-V4-Flash,mid,5,10
sf_38,DeepSeek-V4-Flash,mid,6,10
sf_38,DeepSeek-V4-Flash,mid,7,10
sf_38,DeepSeek-V4-Flash,mid,8,3
sf_38,DeepSeek-V4-Flash,mid,9,10
sf_38,DeepSeek-V4-Flash,mid,10,10
sf_39,DeepSeek-V4-Flash,high,1,10
sf_39,DeepSeek-V4-Flash,high,2,10
sf_39,DeepSeek-V4-Flash,high,3,10
sf_39,DeepSeek-V4-Flash,high,4,10
sf_39,DeepSeek-V4-Flash,high,5,10
sf_39,DeepSeek-V4-Flash,high,6,10
sf_39,DeepSeek-V4-Flash,high,7,10
sf_39,DeepSeek-V4-Flash,high,8,10
sf_39,DeepSeek-V4-Flash,high,9,10
sf_39,DeepSeek-V4-Flash,high,10,10
sf_40,DeepSeek-V4-Flash,mid,1,10
sf_40,DeepSeek-V4-Flash,mid,2,10
sf_40,DeepSeek-V4-Flash,mid,3,10
sf_40,DeepSeek-V4-Flash,mid,4,10
sf_40,DeepSeek-V4-Flash,mid,5,10
sf_40,DeepSeek-V4-Flash,mid,6,10
sf_40,DeepSeek-V4-Flash,mid,7,10
sf_40,DeepSeek-V4-Flash,mid,8,10
sf_40,DeepSeek-V4-Flash,mid,9,10
sf_40,DeepSeek-V4-Flash,mid,10,10
sf_41,DeepSeek-V4-Flash,high,1,10
sf_41,DeepSeek-V4-Flash,high,2,10
sf_41,DeepSeek-V4-Flash,high,3,10
sf_41,DeepSeek-V4-Flash,high,4,10
sf_41,DeepSeek-V4-Flash,high,5,10
sf_41,DeepSeek-V4-Flash,high,6,10
sf_41,DeepSeek-V4-Flash,high,7,7
sf_41,DeepSeek-V4-Flash,high,8,10
sf_41,DeepSeek-V4-Flash,high,9,10
sf_41,DeepSeek-V4-Flash,high,10,10
sf_42,DeepSeek-V4-Flash,high,1,10
sf_42,DeepSeek-V4-Flash,high,2,10
sf_42,DeepSeek-V4-Flash,high,3,10
sf_42,DeepSeek-V4-Flash,high,4,10
sf_42,DeepSeek-V4-Flash,high,5,10
sf_42,DeepSeek-V4-Flash,high,6,10
sf_42,DeepSeek-V4-Flash,high,7,10
sf_42,DeepSeek-V4-Flash,high,8,10
sf_42,DeepSeek-V4-Flash,high,9,10
sf_42,DeepSeek-V4-Flash,high,10,10
sf_43,DeepSeek-V4-Flash,high,1,10
sf_43,DeepSeek-V4-Flash,high,2,8
sf_43,DeepSeek-V4-Flash,high,3,10
sf_43,DeepSeek-V4-Flash,high,4,10
sf_43,DeepSeek-V4-Flash,high,5,10
sf_43,DeepSeek-V4-Flash,high,6,10
sf_43,DeepSeek-V4-Flash,high,7,10
sf_43,DeepSeek-V4-Flash,high,8,10
sf_43,DeepSeek-V4-Flash,high,9,10
sf_43,DeepSeek-V4-Flash,high,10,10
sf_44,DeepSeek-V4-Flash,mid,1,10
sf_44,DeepSeek-V4-Flash,mid,2,10
sf_44,DeepSeek-V4-Flash,mid,3,9
sf_44,DeepSeek-V4-Flash,mid,4,10
sf_44,DeepSeek-V4-Flash,mid,5,10
sf_44,DeepSeek-V4-Flash,mid,6,10
sf_44,DeepSeek-V4-Flash,mid,7,10
sf_44,DeepSeek-V4-Flash,mid,8,10
sf_44,DeepSeek-V4-Flash,mid,9,10
sf_44,DeepSeek-V4-Flash,mid,10,10
sf_45,DeepSeek-V4-Flash,high,1,10
sf_45,DeepSeek-V4-Flash,high,2,10
sf_45,DeepSeek-V4-Flash,high,3,10
sf_45,DeepSeek-V4-Flash,high,4,10
sf_45,DeepSeek-V4-Flash,high,5,10
sf_45,DeepSeek-V4-Flash,high,6,10
sf_45,DeepSeek-V4-Flash,high,7,10
sf_45,DeepSeek-V4-Flash,high,8,10
sf_45,DeepSeek-V4-Flash,high,9,10
sf_45,DeepSeek-V4-Flash,high,10,10
sf_46,DeepSeek-V4-Flash,high,1,10
sf_46,DeepSeek-V4-Flash,high,2,10
sf_46,DeepSeek-V4-Flash,high,3,8
sf_46,DeepSeek-V4-Flash,high,4,10
sf_46,DeepSeek-V4-Flash,high,5,8
sf_46,DeepSeek-V4-Flash,high,6,10
sf_46,DeepSeek-V4-Flash,high,7,8
sf_46,DeepSeek-V4-Flash,high,8,10
sf_46,DeepSeek-V4-Flash,high,9,10
sf_46,DeepSeek-V4-Flash,high,10,10
sf_47,DeepSeek-V4-Flash,mid,1,10
sf_47,DeepSeek-V4-Flash,mid,2,10
sf_47,DeepSeek-V4-Flash,mid,3,10
sf_47,DeepSeek-V4-Flash,mid,4,10
sf_47,DeepSeek-V4-Flash,mid,5,10
sf_47,DeepSeek-V4-Flash,mid,6,10
sf_47,DeepSeek-V4-Flash,mid,7,10
sf_47,DeepSeek-V4-Flash,mid,8,7
sf_47,DeepSeek-V4-Flash,mid,9,10
sf_47,DeepSeek-V4-Flash,mid,10,10
sf_48,DeepSeek-V4-Flash,mid,1,10
sf_48,DeepSeek-V4-Flash,mid,2,10
sf_48,DeepSeek-V4-Flash,mid,3,10
sf_48,DeepSeek-V4-Flash,mid,4,10
sf_48,DeepSeek-V4-Flash,mid,5,10
sf_48,DeepSeek-V4-Flash,mid,6,10
sf_48,DeepSeek-V4-Flash,mid,7,10
sf_48,DeepSeek-V4-Flash,mid,8,10
sf_48,DeepSeek-V4-Flash,mid,9,10
sf_48,DeepSeek-V4-Flash,mid,10,10
sf_49,DeepSeek-V4-Flash,mid,1,10
sf_49,DeepSeek-V4-Flash,mid,2,10
sf_49,DeepSeek-V4-Flash,mid,3,10
sf_49,DeepSeek-V4-Flash,mid,4,10
sf_49,DeepSeek-V4-Flash,mid,5,10
sf_49,DeepSeek-V4-Flash,mid,6,10
sf_49,DeepSeek-V4-Flash,mid,7,10
sf_49,DeepSeek-V4-Flash,mid,8,10
sf_49,DeepSeek-V4-Flash,mid,9,10
sf_49,DeepSeek-V4-Flash,mid,10,10
sf_50,DeepSeek-V4-Flash,high,1,10
sf_50,DeepSeek-V4-Flash,high,2,10
sf_50,DeepSeek-V4-Flash,high,3,10
sf_50,DeepSeek-V4-Flash,high,4,10
sf_50,DeepSeek-V4-Flash,high,5,10
sf_50,DeepSeek-V4-Flash,high,6,10
sf_50,DeepSeek-V4-Flash,high,7,10
sf_50,DeepSeek-V4-Flash,high,8,10
sf_50,DeepSeek-V4-Flash,high,9,10
sf_50,DeepSeek-V4-Flash,high,10,10
sf_q2_01,DeepSeek-V4-Flash,,1,10
sf_q2_01,DeepSeek-V4-Flash,,2,10
sf_q2_01,DeepSeek-V4-Flash,,3,10
sf_q2_01,DeepSeek-V4-Flash,,4,10
sf_q2_01,DeepSeek-V4-Flash,,5,6
sf_q2_01,DeepSeek-V4-Flash,,6,10
sf_q2_01,DeepSeek-V4-Flash,,7,10
sf_q2_01,DeepSeek-V4-Flash,,8,1
sf_q2_01,DeepSeek-V4-Flash,,9,7
sf_q2_01,DeepSeek-V4-Flash,,10,10
sf_q2_02,DeepSeek-V4-Flash,,1,10
sf_q2_02,DeepSeek-V4-Flash,,2,10
sf_q2_02,DeepSeek-V4-Flash,,3,10
sf_q2_02,DeepSeek-V4-Flash,,4,10
sf_q2_02,DeepSeek-V4-Flash,,5,10
sf_q2_02,DeepSeek-V4-Flash,,6,10
sf_q2_02,DeepSeek-V4-Flash,,7,8
sf_q2_02,DeepSeek-V4-Flash,,8,10
sf_q2_02,DeepSeek-V4-Flash,,9,10
sf_q2_02,DeepSeek-V4-Flash,,10,10
sf_q2_03,DeepSeek-V4-Flash,,1,10
sf_q2_03,DeepSeek-V4-Flash,,2,10
sf_q2_03,DeepSeek-V4-Flash,,3,10
sf_q2_03,DeepSeek-V4-Flash,,4,10
sf_q2_03,DeepSeek-V4-Flash,,5,10
sf_q2_03,DeepSeek-V4-Flash,,6,10
sf_q2_03,DeepSeek-V4-Flash,,7,10
sf_q2_03,DeepSeek-V4-Flash,,8,10
sf_q2_03,DeepSeek-V4-Flash,,9,10
sf_q2_03,DeepSeek-V4-Flash,,10,7
sf_q2_04,DeepSeek-V4-Flash,,1,10
sf_q2_04,DeepSeek-V4-Flash,,2,10
sf_q2_04,DeepSeek-V4-Flash,,3,10
sf_q2_04,DeepSeek-V4-Flash,,4,10
sf_q2_04,DeepSeek-V4-Flash,,5,10
sf_q2_04,DeepSeek-V4-Flash,,6,10
sf_q2_04,DeepSeek-V4-Flash,,7,10
sf_q2_04,DeepSeek-V4-Flash,,8,10
sf_q2_04,DeepSeek-V4-Flash,,9,10
sf_q2_04,DeepSeek-V4-Flash,,10,10
sf_q2_05,DeepSeek-V4-Flash,,1,7
sf_q2_05,DeepSeek-V4-Flash,,2,3
sf_q2_05,DeepSeek-V4-Flash,,3,5
sf_q2_05,DeepSeek-V4-Flash,,4,8
sf_q2_05,DeepSeek-V4-Flash,,5,1
sf_q2_05,DeepSeek-V4-Flash,,6,8
sf_q2_05,DeepSeek-V4-Flash,,7,10
sf_q2_05,DeepSeek-V4-Flash,,8,6
sf_q2_05,DeepSeek-V4-Flash,,9,5
sf_q2_05,DeepSeek-V4-Flash,,10,8
sf_q2_06,DeepSeek-V4-Flash,,1,8
sf_q2_06,DeepSeek-V4-Flash,,2,4
sf_q2_06,DeepSeek-V4-Flash,,3,4
sf_q2_06,DeepSeek-V4-Flash,,4,10
sf_q2_06,DeepSeek-V4-Flash,,5,5
sf_q2_06,DeepSeek-V4-Flash,,6,7
sf_q2_06,DeepSeek-V4-Flash,,7,6
sf_q2_06,DeepSeek-V4-Flash,,8,4
sf_q2_06,DeepSeek-V4-Flash,,9,10
sf_q2_06,DeepSeek-V4-Flash,,10,3
sf_q2_07,DeepSeek-V4-Flash,,1,10
sf_q2_07,DeepSeek-V4-Flash,,2,10
sf_q2_07,DeepSeek-V4-Flash,,3,10
sf_q2_07,DeepSeek-V4-Flash,,4,10
sf_q2_07,DeepSeek-V4-Flash,,5,10
sf_q2_07,DeepSeek-V4-Flash,,6,10
sf_q2_07,DeepSeek-V4-Flash,,7,10
sf_q2_07,DeepSeek-V4-Flash,,8,10
sf_q2_07,DeepSeek-V4-Flash,,9,10
sf_q2_07,DeepSeek-V4-Flash,,10,10
sf_q2_08,DeepSeek-V4-Flash,,1,10
sf_q2_08,DeepSeek-V4-Flash,,2,10
sf_q2_08,DeepSeek-V4-Flash,,3,10
sf_q2_08,DeepSeek-V4-Flash,,4,10
sf_q2_08,DeepSeek-V4-Flash,,5,10
sf_q2_08,DeepSeek-V4-Flash,,6,10
sf_q2_08,DeepSeek-V4-Flash,,7,10
sf_q2_08,DeepSeek-V4-Flash,,8,10
sf_q2_08,DeepSeek-V4-Flash,,9,10
sf_q2_08,DeepSeek-V4-Flash,,10,10
sf_q2_09,DeepSeek-V4-Flash,,1,10
sf_q2_09,DeepSeek-V4-Flash,,2,10
sf_q2_09,DeepSeek-V4-Flash,,3,8
sf_q2_09,DeepSeek-V4-Flash,,4,10
sf_q2_09,DeepSeek-V4-Flash,,5,10
sf_q2_09,DeepSeek-V4-Flash,,6,10
sf_q2_09,DeepSeek-V4-Flash,,7,10
sf_q2_09,DeepSeek-V4-Flash,,8,10
sf_q2_09,DeepSeek-V4-Flash,,9,5
sf_q2_09,DeepSeek-V4-Flash,,10,10
sf_q2_10,DeepSeek-V4-Flash,,1,10
sf_q2_10,DeepSeek-V4-Flash,,2,10
sf_q2_10,DeepSeek-V4-Flash,,3,10
sf_q2_10,DeepSeek-V4-Flash,,4,10
sf_q2_10,DeepSeek-V4-Flash,,5,10
sf_q2_10,DeepSeek-V4-Flash,,6,10
sf_q2_10,DeepSeek-V4-Flash,,7,10
sf_q2_10,DeepSeek-V4-Flash,,8,10
sf_q2_10,DeepSeek-V4-Flash,,9,10
sf_q2_10,DeepSeek-V4-Flash,,10,10
sf_q2_11,DeepSeek-V4-Flash,,1,2
sf_q2_11,DeepSeek-V4-Flash,,2,4
sf_q2_11,DeepSeek-V4-Flash,,3,4
sf_q2_11,DeepSeek-V4-Flash,,4,2
sf_q2_11,DeepSeek-V4-Flash,,5,3
sf_q2_11,DeepSeek-V4-Flash,,6,4
sf_q2_11,DeepSeek-V4-Flash,,7,4
sf_q2_11,DeepSeek-V4-Flash,,8,3
sf_q2_11,DeepSeek-V4-Flash,,9,3
sf_q2_11,DeepSeek-V4-Flash,,10,2
sf_q2_12,DeepSeek-V4-Flash,,1,9
sf_q2_12,DeepSeek-V4-Flash,,2,10
sf_q2_12,DeepSeek-V4-Flash,,3,10
sf_q2_12,DeepSeek-V4-Flash,,4,10
sf_q2_12,DeepSeek-V4-Flash,,5,10
sf_q2_12,DeepSeek-V4-Flash,,6,10
sf_q2_12,DeepSeek-V4-Flash,,7,10
sf_q2_12,DeepSeek-V4-Flash,,8,10
sf_q2_12,DeepSeek-V4-Flash,,9,8
sf_q2_12,DeepSeek-V4-Flash,,10,10
sf_q2_13,DeepSeek-V4-Flash,,1,10
sf_q2_13,DeepSeek-V4-Flash,,2,10
sf_q2_13,DeepSeek-V4-Flash,,3,10
sf_q2_13,DeepSeek-V4-Flash,,4,10
sf_q2_13,DeepSeek-V4-Flash,,5,10
sf_q2_13,DeepSeek-V4-Flash,,6,10
sf_q2_13,DeepSeek-V4-Flash,,7,10
sf_q2_13,DeepSeek-V4-Flash,,8,10
sf_q2_13,DeepSeek-V4-Flash,,9,10
sf_q2_13,DeepSeek-V4-Flash,,10,10
sf_q2_14,DeepSeek-V4-Flash,,1,10
sf_q2_14,DeepSeek-V4-Flash,,2,10
sf_q2_14,DeepSeek-V4-Flash,,3,10
sf_q2_14,DeepSeek-V4-Flash,,4,10
sf_q2_14,DeepSeek-V4-Flash,,5,10
sf_q2_14,DeepSeek-V4-Flash,,6,10
sf_q2_14,DeepSeek-V4-Flash,,7,10
sf_q2_14,DeepSeek-V4-Flash,,8,10
sf_q2_14,DeepSeek-V4-Flash,,9,10
sf_q2_14,DeepSeek-V4-Flash,,10,10
sf_q2_15,DeepSeek-V4-Flash,,1,10
sf_q2_15,DeepSeek-V4-Flash,,2,10
sf_q2_15,DeepSeek-V4-Flash,,3,10
sf_q2_15,DeepSeek-V4-Flash,,4,10
sf_q2_15,DeepSeek-V4-Flash,,5,10
sf_q2_15,DeepSeek-V4-Flash,,6,10
sf_q2_15,DeepSeek-V4-Flash,,7,10
